Date,,Zsolarpowerwall2_Generation,Zsolarpowerwall2_Consumption,Zsolarpowerwall2_Surplus,Xider_Generation,Xider_Consumption,Xider_Surplus,SR Solaredge_Generation,SR Solaredge_Consumption,SR Solaredge_Surplus,Shygar-A_Generation,Shygar-A_Consumption,Shygar-A__Surplus,Shanon Ranch Valia_Generation,Shanon Ranch Valia_Consumption,Shanon Ranch Valia_Surplus,SDN-Eagle200_Generation,SDN-Eagle200_Consumption,SDN-Eagle200_Surplus,Rust Ohlone_Generation,Rust Ohlone_Consumption,Rust Ohlone_Surplus,Portola Springs - Irvine CA_Generation,Portola Springs - Irvine CA_Consumption,Portola Springs - Irvine CA_Surplus,ParkCrest_A_Generation,ParkCrest_A_Consumption,ParkCrest_A_Surplus,nedriv PV_Generation,nedriv PV_Consumption,nedriv PV_Surplus,Barry's Grid_Generation,Barry's Grid_Consumption,Barry's Grid_Surplus,Chateau Rando_Generation,Chateau Rando_Consumption,Chateau Rando_Surplus,Chula Vista_Generation,Chula Vista_Consumption,Chula Vista_Surplus,Chez Bier_Generation,Chez Bier_Consumption,Chez Bier_Surplus,cwsm_Generation,cwsm_Consumption,cwsm_Surplus,dublin-hills_Generation,dublin-hills_Consumption,dublin-hills_Surplus,Hacienda de Gomez_Generation,Hacienda de Gomez_Consumption,Hacienda de Gomez_Surplus, Mt. Tiburon CA_Generation, Mt. Tiburon CA_Consumption, Mt. Tiburon CA_Surplus,Hadleigh of South Hills_Generation,Hadleigh of South Hills_Consumption,Hadleigh of South Hills_Surplus,Heitman House_Generation,Heitman House_Consumption,Heitman House_Surplus,Modesto (Village One)_Generation,Modesto (Village One)_Consumption,Modesto (Village One)_Surplus,Los Angeles Home_Generation,Los Angeles Home_Consumption,Los Angeles Home_Surplus,LN Home_Generation,LN Home_Consumption,LN Home_Surplus,HHG-Plano_Generation,HHG-Plano_Consumption,HHG-Plano_Surplus,Little Orchard Solar_Generation,Little Orchard Solar_Consumption,Little Orchard Solar_Surplus,JakePV_Generation,JakePV_Consumption,JakePV_Surplus,Koko wa Greenwood_Generation,Koko wa Greenwood_Consumption,Koko wa Greenwood_Surplus,Rendezvous Ridge_Generation,Rendezvous Ridge_Consumption,Rendezvous Ridge_Surplus,Rendezvous Totals_Generation,Rendezvous Totals_Consumption,Rendezvous Totals_Surplus,San_Diego_RP_Generation,San_Diego_RP_Consumption,San_Diego_RP_Surplus,Schaffer_Generation,Schaffer_Consumption,Schaffer_Surplus,SolarEdge24_Generation,SolarEdge24_Consumption,SolarEdge24_Surplus,Smiser Residence_Generation,Smiser Residence_Consumption,Smiser Residence_Surplus
15-06-2022,,54.599,53.429,1.17,34.026,23.851,10.175,39.156,29.223,-39.398,39.754,47.073,-7.319,41.917,61.659,-19.742,83.627,66.477,17.15,76.134,8.201,67.933,24.9,59.07,-34.17,36.476,23.543,12.933,49.638,25.102,24.536,53.38,31.787,-21.593,78.523,104.625,-26.102,118.816,50.472,68.344,35.087,47.883,-12.796,37.756,35.108,2.648,41.335,18.778,22.557,42.064,23.063,19.001,41.281,61.504,-20.223,46.61,-,#VALUE!,29.278,17.63,11.648,62.331,122.096,-59.765,44.366,35.951,8.415,46.683,35.828,10.855,20.831,47.889,-27.058,69.262,103.08,-33.818,32.752,13.301,19.451,45.716,62.718,-17.002,31.301,6.617,24.684,31.301,6.617,24.684,32.713,33.617,-0.904,31.511,41.407,-9.896,42.816,29.455,13.361,33.085,19.808,13.277
14-06-2022,,55.929,38.429,17.5,35.018,57.062,-22.044,40.161,32.242,-10.198,39.594,46.335,-6.741,42.821,39.231,3.59,85.099,54.839,30.26,74.925,7.146,67.779,25.705,73.747,-48.042,36.432,22.14,14.292,50.802,23.866,26.936,53.368,29.349,-24.019,79.6,70.628,8.972,120.94,38.419,82.521,34.305,38.082,-3.777,37.016,50.688,-13.672,43.151,18.287,24.864,44.719,22.744,21.975,41.43,42.627,-1.197,47.437,-,#VALUE!,30.283,17.241,13.042,64.859,66.144,-1.285,36.81,25.713,11.097,47.556,32.71,14.846,23.252,53.509,-30.257,69.246,61.394,7.852,34.866,13.612,21.254,62.122,57.949,4.173,31.896,9.53,22.366,31.896,9.53,22.366,42.415,21.36,21.055,33.973,42.652,-8.679,43.186,29.155,14.031,35.418,19.962,15.456
13-06-2022,,29.422,24.59,4.832,28.43,29.276,-0.846,31.632,36.23,-35.384,40.906,45.784,-4.878,43.534,41.893,1.641,86.222,58.133,28.089,76.547,39.051,37.496,18.775,33.689,-14.914,17.051,22.458,-5.407,50.676,25.671,25.005,39.978,31.103,-8.875,64.843,85.096,-20.253,121.65,40.918,80.732,34.244,63.557,-29.313,38.734,48.733,-9.999,25.23,16.138,9.092,45.42,25.745,19.675,42.007,39.962,2.045,45.064,-,#VALUE!,30.913,19.439,11.474,66.376,85.743,-19.367,34.23,33.711,0.519,37.357,32.145,5.212,23.679,57.325,-33.646,68.431,94.625,-26.194,24.714,10.763,13.951,60.102,58.322,1.78,31.849,5.779,26.07,31.849,5.779,26.07,20.644,26.632,-5.988,22.72,48.931,-26.211,35.321,29.387,5.934,27.471,19.906,7.565
12-06-2022,,54.905,27.47,27.435,34.585,38.763,-4.178,39.93,37.062,-32.884,25.714,41.082,-15.368,40.655,70.083,-29.428,80.278,89.968,-9.69,33.637,8.15,25.487,26.679,42.366,-15.687,37.149,38.424,-1.275,12.309,19.023,-6.714,27.93,24.319,-3.611,80.272,114.779,-34.507,120.154,40.096,80.058,35.083,24.618,10.465,28.939,26.862,2.077,40.716,18.338,22.378,43.136,11.435,31.701,37.93,51.5,-13.57,47.575,-,#VALUE!,10.861,18.108,-7.247,40.726,78.156,-37.43,46.305,36.213,10.092,51.828,30.195,21.633,23.598,55.142,-31.544,48.326,96.88,-48.554,34.103,11.198,22.905,58.247,38.322,19.925,20.951,6.509,14.442,20.951,6.509,14.442,34.317,20.376,13.941,38.137,48.834,-10.697,44.004,30.839,13.165,37.516,18.296,19.22
11-06-2022,,55.354,28.607,26.747,34.296,62.9,-28.604,38.488,44.698,-16.094,38.761,69.74,-30.979,41.567,55.276,-13.709,81.971,96.597,-14.626,72.696,7.874,64.822,26.048,80.472,-54.424,37.914,43.334,-5.42,48.264,22.609,25.655,37.196,21.57,-15.626,77.673,111.981,-34.308,117.598,38.021,79.577,14.279,18.823,-4.544,35.868,81.482,-45.614,40.386,17.87,22.516,43.518,19.01,24.508,39.694,65.744,-26.05,45.92,-,#VALUE!,28.432,25.102,3.33,61.809,132.315,-70.506,45.059,36.697,8.362,49.579,25.696,23.883,22.513,61.387,-38.874,68.385,94.814,-26.429,33.79,12.362,21.428,60.912,56.969,3.943,30.263,5.43,24.833,30.263,5.43,24.833,33.305,22.061,11.244,36.042,57.221,-21.179,42.62,30.103,12.517,39.77,14.341,25.429
10-06-2022,,51.088,18.931,32.157,33.563,6.979,26.584,38.522,42.432,-69.016,38.477,83.093,-44.616,40.873,106.587,-65.714,80.878,90.803,-9.925,72.848,6.709,66.139,25.449,56.788,-31.339,34.622,33.38,1.242,48.74,23.673,25.067,39.019,22.659,-16.36,77.187,120.544,-43.357,118.325,41.826,76.499,33.08,23.129,9.951,35.838,78.489,-42.651,40.371,17.184,23.187,43.318,31.045,12.273,39.163,63.927,-24.764,45.547,-,#VALUE!,28.833,31.483,-2.65,61.626,83.448,-21.822,44.352,53.297,-8.945,45.681,14.858,30.823,20.579,48.813,-28.234,68.224,127.647,-59.423,32.325,14.46,17.865,60.212,44.501,15.711,30.563,5.968,24.595,30.563,5.968,24.595,37.674,28.273,9.401,36.469,38.109,-1.64,42.404,23.885,18.519,24.333,15.527,8.806
09-06-2022,,53.75,44.981,8.769,34.097,27.371,6.726,39.429,33.209,-39.935,38.086,52.183,-14.097,38.086,88.902,-50.816,74.953,78.117,-3.164,71.077,8.288,62.789,25.515,45.493,-19.978,31.943,31.611,0.332,47.474,25.485,21.989,34.807,23.548,-11.259,73.488,111.447,-37.959,115.426,39.608,75.818,33.297,24.128,9.169,36.726,28.789,7.937,41.42,19.413,22.007,42.71,22.423,20.287,40.401,41.451,-1.05,47.775,-,#VALUE!,29.013,21.932,7.081,60.447,107.3,-46.853,44.186,37.153,7.033,46.63,-,#VALUE!,19.475,43.846,-24.371,61.062,68.252,-7.19,33.122,16.64,16.482,61.364,66.408,-5.044,30.264,6.968,23.296,30.264,6.968,23.296,33.911,18.648,15.263,33.091,32.221,0.87,41.674,16.262,25.412,22.476,15.227,7.249
08-06-2022,,46.377,18.477,27.9,34.407,24.41,9.997,40.341,32.949,-42.946,37.842,42.326,-4.484,40.107,42.49,-2.383,78.795,73.057,5.738,73.83,38.396,35.434,25.983,55.078,-29.095,31.191,37.569,-6.378,40.666,22.828,17.838,48.241,25.843,-22.398,75.567,100.455,-24.888,119.564,39.793,79.771,33.381,68.354,-34.973,36.718,24.001,12.717,41.766,16.973,24.793,43.92,28.742,15.178,40.535,40.24,0.295,48.033,-,#VALUE!,24.895,14.106,10.789,58.003,126.528,-68.525,45.538,32.251,13.287,48.876,-,#VALUE!,16.624,50.597,-33.973,66.747,70.678,-3.931,33.461,14.212,19.249,61.475,64.243,-2.768,24.054,6.863,17.191,24.054,6.863,17.191,33.559,22.999,10.56,32.937,40.906,-7.969,42.628,16.277,26.351,28.384,15.902,12.482
07-06-2022,,45.357,37.475,7.882,34.513,22.392,12.121,39.645,36.351,-48.472,38.572,54.884,-16.312,42.787,44.487,-1.7,82.709,67.793,14.916,74.582,13.572,61.01,26.38,57.874,-31.494,33.752,34.847,-1.095,46.635,24.505,22.13,43.88,23.771,-20.109,74.219,125.542,-51.323,119.007,40.455,78.552,33.851,30.429,3.422,37.69,36.27,1.42,43.504,16.938,26.566,43.712,19.876,23.836,40.436,44.593,-4.157,47.312,-,#VALUE!,28.021,14.866,13.155,62.544,68.467,-5.923,43.679,33.115,10.564,47.793,16.942,30.851,20.333,44.526,-24.193,69.509,62.271,7.238,33.159,13.725,19.434,60.394,66.488,-6.094,29.145,10.712,18.433,29.145,10.712,18.433,34.075,19.546,14.529,34.359,52.926,-18.567,41.994,16.379,25.615,23.841,15.442,8.399
06-06-2022,,49.893,22.112,27.781,34.993,24.356,10.637,39.415,33.7,-44.337,40.609,62.381,-21.772,43.053,40.757,2.296,84.444,74.319,10.125,76.432,7.166,69.266,26.449,74.708,-48.259,37.296,43.75,-6.454,50.192,24.453,25.739,32,23.434,-8.566,79.718,142.446,-62.728,120.57,40.131,80.439,34.073,50.649,-16.576,38.865,27.313,11.552,31.879,20.292,11.587,43.999,23.123,20.876,42.305,44.654,-2.349,47.305,-,#VALUE!,29.953,14.175,15.778,65.027,102.688,-37.661,45.589,32.928,12.661,50.133,30.096,20.037,23.226,46.127,-22.901,69.545,85.953,-16.408,34.47,13.036,21.434,56.041,62.974,-6.933,31.675,11.558,20.117,31.675,11.558,20.117,36.275,39.851,-3.576,36.838,42.905,-6.067,43.897,16.301,27.596,34.781,15.388,19.393
05-06-2022,,54.674,38.73,15.944,34.47,72.165,-37.695,39.314,34.242,3.453,35.531,25.86,9.671,42.897,70.192,-27.295,83.185,67.277,15.908,41.329,8.301,33.028,25.541,47.285,-21.744,35.622,20.797,14.825,17.783,24.117,-6.334,25.485,28.285,2.8,78.557,110.234,-31.677,118.079,66.149,51.93,35.328,25.879,9.449,28.421,58.539,-30.118,22.284,15.288,6.996,40.724,13.415,27.309,24.866,38.649,-13.783,46.94,-,#VALUE!,10.211,15.324,-5.113,44.443,106.185,-61.742,43.924,28.532,15.392,48.304,30.179,18.125,22.208,33.027,-10.819,42.359,65.41,-23.051,32.896,14.189,18.707,52.487,59.505,-7.018,14.33,55.433,-41.103,14.33,55.433,-41.103,28.265,19.452,8.813,31.178,37.055,-5.877,42.214,16.287,25.927,36.908,15.453,21.455
04-06-2022,,22.092,33.025,-10.933,24.769,85.973,-61.204,35.167,28.976,32.228,20.894,20.451,0.443,39.305,45.458,-6.153,74.202,63.27,10.932,37.843,5.9,31.943,23.704,45.153,-21.449,24.328,27.301,-2.973,20.419,19.939,0.48,30.408,26.494,-3.914,48.47,96.828,-48.358,117.488,41.217,76.271,18.337,20.268,-1.931,19.906,60.878,-40.972,24.856,16.438,8.418,41.891,14.13,27.761,22.387,60.636,-38.249,31.25,-,#VALUE!,13.137,20.467,-7.33,35.766,54.645,-18.879,29.277,18.682,10.595,39.221,33.973,5.248,18.689,25.608,-6.919,40.719,79.453,-38.734,23.289,16.319,6.97,61.534,59.807,1.727,18.184,8.292,9.892,18.184,8.292,9.892,16.317,29.33,-13.013,29.287,37.635,-8.348,41.234,16.345,24.889,28.126,14.953,13.173
03-06-2022,,52.796,21.901,30.895,32.426,8.795,23.631,38.991,35.572,-59.203,37.56,31.418,6.142,39.6,86.865,-47.265,76.612,65.052,11.56,46.154,6.423,39.731,21.625,27.99,-6.365,34.099,28.019,6.08,40.822,21.708,19.114,27.454,25.947,-1.507,63.74,118.809,-55.069,115.791,38.059,77.732,17.467,30.732,-13.265,25.662,53.381,-27.719,38.97,16.271,22.699,42.43,14.717,27.713,35.667,64.879,-29.212,34.472,-,#VALUE!,24.796,14.906,9.89,50.753,67.538,-16.785,34.823,13.92,20.903,38.436,35.348,3.088,10.741,23.537,-12.796,62.935,44.33,18.605,31.984,10.148,21.836,61.932,64.104,-2.172,23.051,5.75,17.301,23.051,5.75,17.301,32.288,31.732,0.556,26.885,37.112,-10.227,39.699,17.028,22.671,31.941,22.712,9.229
02-06-2022,,51.673,22.066,29.607,34.504,22.282,12.222,40.177,30.97,-43.192,36.029,53.256,-17.227,35.01,37.05,-2.04,72.073,66.735,5.338,64.948,8.044,56.904,26.69,37.53,-10.84,33.525,29.406,4.119,46.822,24.266,22.556,40.926,19.342,-21.584,76.202,127.53,-51.328,119.762,38.359,81.403,17.615,31.014,-13.399,33.983,54.429,-20.446,41.457,16.988,24.469,36.45,13.24,23.21,37.748,56.059,-18.311,47.295,-,#VALUE!,27.272,15.144,12.128,55.773,146.518,-90.745,44.535,14.18,30.355,46.836,31.276,15.56,19.568,23.7,-4.132,65.034,81.059,-16.025,34.062,12.201,21.861,62.418,58.572,3.846,22.21,7.994,14.216,22.21,7.994,14.216,33.798,12.389,21.409,35.562,36.288,-0.726,43.033,16.039,26.994,29.302,21.931,7.371
01-06-2022,,55.772,42.065,13.707,35.087,18.248,16.839,40.568,29.771,-46.61,38.954,45.774,-6.82,43.99,69.76,-25.77,85.414,67.217,18.197,74.241,12.187,62.054,27.151,44.897,-17.746,39.421,28.144,11.277,49.83,25.644,24.186,42.175,27.909,-14.266,79.217,112.12,-32.903,122.208,43.017,79.191,28.844,43.382,-14.538,36.702,42.376,-5.674,42.354,17.866,24.488,46.093,16.3,29.793,42.598,36.889,5.709,47.459,-,#VALUE!,28.993,15.737,13.256,62.657,64.139,-1.482,47.312,14.317,32.995,50.799,30.633,20.166,13.655,36.877,-23.222,68.112,48.402,19.71,34.23,10.601,23.629,62.612,59.922,2.69,31.022,33.987,-2.965,31.022,33.987,-2.965,36.067,31.633,4.434,38.168,41.508,-3.34,44.37,15.912,28.458,40.381,19.693,20.688
31-05-2022,,57.697,37.445,20.252,36.19,43.289,-7.099,41.502,30.148,-23.049,39.992,30.689,9.303,45.493,33.055,12.438,87.817,51.545,36.272,74.167,6.893,67.274,27.287,39.059,-11.772,39.835,28.938,10.897,50.564,24.575,25.989,32.7,29.084,-3.616,79.958,125.646,-45.688,124.889,38.38,86.509,33.677,46.417,-12.74,37.405,28.481,8.924,43.045,22.267,20.778,46.23,13.945,32.285,42.113,42.324,-0.211,48.791,-,#VALUE!,30.205,16.026,14.179,66.098,79.283,-13.185,46.631,14.067,32.564,51.616,28.743,22.873,20.123,39.414,-19.291,68.697,32.762,35.935,35.88,10.174,25.706,57.45,53.464,3.986,32.57,30.645,1.925,32.57,30.645,1.925,42.733,16.67,26.063,39.469,36.197,3.272,45.647,15.911,29.736,39.734,18.235,21.499
30-05-2022,,54.248,26.704,27.544,33.768,26.672,7.096,39.562,33.065,-40.161,40.39,42.237,-1.847,46.059,59.235,-13.176,88.839,49.819,39.02,75.11,35.618,39.492,26.095,29.479,-3.384,36.105,25.848,10.257,51.081,24.215,26.866,31.864,25.083,-6.781,80.989,98.703,-17.714,119.684,41.706,77.978,33.856,21.488,12.368,37.98,30.319,7.661,44.018,16.996,27.022,41.438,13.009,28.429,43.076,38.151,4.925,48.981,-,#VALUE!,30.626,14.871,15.755,67.079,82.49,-15.411,48.584,13.792,34.792,49.266,34.027,15.239,19.053,40.745,-21.692,68.814,81.884,-13.07,32.365,10.544,21.821,23.565,46.192,-22.627,23.143,14.406,8.737,23.143,14.406,8.737,29.691,42.149,-12.458,33.537,34.757,-1.22,41.581,15.71,25.871,36.294,21.367,14.927
29-05-2022,,44.663,40.43,4.233,31.972,71.277,-39.305,29.554,33.784,5.521,40.879,36.988,3.891,45.146,63.556,-18.41,87.215,51.492,35.723,75.242,6.298,68.944,21.294,29.759,-8.465,31.845,27.09,4.755,47.756,27.646,20.11,36.396,23.162,-13.234,77.966,95.141,-17.175,106.803,43.618,63.185,34.378,30.28,4.098,38.414,26.123,12.291,40.802,15.186,25.616,36.615,18.208,18.407,42.297,48.57,-6.273,48.914,-,#VALUE!,30.686,13.848,16.838,67.465,102.546,-35.081,47.221,13.821,33.4,45.485,30.168,15.317,23.848,41.25,-17.402,62.981,28.316,34.665,28.49,12.442,16.048,54.841,40.561,14.28,29.084,13.22,15.864,29.084,13.22,15.864,26.903,17.909,8.994,33.883,35,-1.117,41.394,15.544,25.85,38.415,20.27,18.145
28-05-2022,,20.649,43.54,-22.891,21.555,25.138,-3.583,16.712,36.245,-32.662,37.279,56.994,-19.715,44.741,39.27,5.471,82.593,54.871,27.722,53.963,15.946,38.017,11.089,30.102,-19.013,19.313,25.373,-6.06,29.44,22.018,7.422,53.518,30.074,-23.444,68.246,138.515,-70.269,75.187,38.135,37.052,34.51,24.067,10.443,31.173,48.26,-17.087,36.115,14.864,21.251,22.53,3.05,19.48,38.983,41.613,-2.63,23.464,-,#VALUE!,19.56,21.85,-2.29,61.055,95.471,-34.416,15.884,15.579,0.305,24.307,32.36,-8.053,23.906,32.835,-8.929,66.089,77.288,-11.199,17.009,13.278,3.731,61.41,52.608,8.802,13.268,9.941,3.327,13.268,9.941,3.327,7.276,23.016,-15.74,15.167,38.581,-23.414,20.353,15.943,4.41,25.93,20.226,5.704
27-05-2022,,43.416,36.294,7.122,29.028,50.999,-21.971,35.596,34.486,-12.515,38.028,41.537,-3.509,39.193,69.694,-30.501,76.634,60.269,16.365,57.59,6.096,51.494,23.151,30.298,-7.147,30.18,31.365,-1.185,41.742,22.111,19.631,47.418,20.49,-26.928,66.722,136.286,-69.564,102.436,39.311,63.125,27.169,38.309,-11.14,37.918,38.624,-0.706,36.51,18.177,18.333,28.29,5.018,23.272,25.919,50.446,-24.527,38.62,-,#VALUE!,26.426,19.652,6.774,55.492,56.381,-0.889,38.552,19.52,19.032,41.128,33.628,7.5,24.503,23.485,1.018,62.257,108.667,-46.41,28.258,12.229,16.029,62.483,60.168,2.315,21.992,6.759,15.233,21.992,6.759,15.233,23.166,14.258,8.908,28.564,36.56,-7.996,35.047,16.082,18.965,35.053,19.642,15.411
26-05-2022,,44.887,16.69,28.197,33.47,23.291,10.179,39.661,33.838,-44.017,37.99,29.801,8.189,40.525,63.539,-23.014,77.017,78.511,-1.494,45.451,8.796,36.655,26.218,26.804,-0.586,33.764,28.969,4.795,44.685,22.191,22.494,37.217,32.665,-4.552,80.977,129.33,-48.353,117.819,37.809,80.01,24.098,20.848,3.25,30.413,51.809,-21.396,39.59,17.584,22.006,42.876,13.621,29.255,17.508,72.562,-55.054,46.848,-,#VALUE!,27.572,11.916,15.656,57.273,82.572,-25.299,46.508,27.166,19.342,47.376,32.121,15.255,25.595,20.177,5.418,64.678,74.814,-10.136,32.714,12.05,20.664,62.06,52.12,9.94,29.115,20.775,8.34,29.115,20.775,8.34,30.728,25.676,5.052,33.876,37.021,-3.145,43.038,16.169,26.869,29.976,20.278,9.698
25-05-2022,,37.484,14.764,22.72,34.971,24.482,10.489,40.252,31.094,-41.583,37.265,63.521,-26.256,42.49,100.592,-58.102,80.817,85.654,-4.837,69.199,10.374,58.825,26.874,36.88,-10.006,30.516,23.811,6.705,46.885,23.507,23.378,41.635,49.175,7.54,78.273,132.064,-53.791,121.08,41.56,79.52,26.767,24.688,2.079,35.325,51.842,-16.517,40.291,16.917,23.374,45.915,12.326,33.589,42.958,34.814,8.144,47.683,-,#VALUE!,27.161,12.207,14.954,59.756,136.254,-76.498,46.222,27.281,18.941,50.645,35.946,14.699,15.173,11.805,3.368,66.133,144.712,-78.579,34.481,12.199,22.282,53.657,52.394,1.263,29.814,6.396,23.418,29.814,6.396,23.418,39.157,30.067,9.09,37.867,33.205,4.662,45.594,16.293,29.301,23.114,17.751,5.363
24-05-2022,,47.03,14.854,32.176,33.57,26.032,7.538,40.163,32.788,-40.326,38.25,54.193,-15.943,43.84,42.215,1.625,83.03,70.4,12.63,71.578,8.267,63.311,25.99,57.395,-31.405,30.54,31.02,-0.48,48.643,25.678,22.965,47.867,27.63,-20.237,78.303,134.863,-56.56,115.446,40.817,74.629,33.646,46.466,-12.82,35.613,60.251,-24.638,41.633,16.535,25.098,42.431,9.816,32.615,40.994,40.732,0.262,47.555,-,#VALUE!,28.636,13.78,14.856,63.717,76.87,-13.153,46.357,19.299,27.058,47.24,32.128,15.112,8.944,16.489,-7.545,67.059,59.823,7.236,33.27,9.355,23.915,62.003,61.598,0.405,30.289,7.771,22.518,30.289,7.771,22.518,33.102,27.268,5.834,34.652,37.476,-2.824,42.829,16.049,26.78,28.168,21.278,6.89
23-05-2022,,24.386,13.763,10.623,29.088,23.973,5.115,33.809,31.405,-36.52,38.929,54.011,-15.082,44.472,37.195,7.277,83.767,67.705,16.062,72.42,41.358,31.062,22.32,20.106,2.214,26.009,25.759,0.25,48.2,21.338,26.862,45.717,43.772,-1.945,59.862,114.434,-54.572,111.782,43.719,68.063,32.995,50.321,-17.326,36.755,29.359,7.396,42.208,16.369,25.839,34.539,6.444,28.095,41.596,34.763,6.833,47.793,-,#VALUE!,28.603,20.712,7.891,64.157,88.275,-24.118,36.482,19.535,16.947,37.329,31.928,5.401,12.27,16.273,-4.003,67.403,47.532,19.871,25.569,11.065,14.504,16.36,39.79,-23.43,30.051,54.573,-24.522,30.051,54.573,-24.522,14.9,34.71,-19.81,27.387,42.221,-14.834,37.924,15.88,22.044,19.302,19.555,-0.253
22-05-2022,,45.058,14.664,30.394,31.876,28.319,3.557,28.162,31.595,-35.152,38.864,38.77,0.094,45.561,39.168,6.393,85.428,61.58,23.848,72.839,20.782,52.057,27.018,17.958,9.06,28.153,27.523,0.63,49.172,17.628,31.544,53.619,33.971,-19.648,79.655,142.333,-62.678,115.461,40.457,75.004,33.181,43.033,-9.852,36.931,28.847,8.084,42.614,15.016,27.598,43.951,8.844,35.107,41.937,33.631,8.306,47.114,-,#VALUE!,29.068,17.691,11.377,64.486,65.786,-1.3,43.601,19.241,24.36,47.207,29.418,17.789,13.22,11.97,1.25,67.143,41.605,25.538,30.043,11.066,18.977,20.542,40.03,-19.488,30.612,11.389,19.223,30.612,11.389,19.223,10.11,17.067,-6.957,38.317,42.871,-4.554,43.206,16.408,26.798,29.5,17.691,11.809
21-05-2022,,18.971,40.662,-21.691,13.876,23.799,-9.923,13.062,31.917,-21.994,39.791,40.225,-0.434,46.699,48.834,-2.135,87.971,54.942,33.029,74.571,14.532,60.039,6.457,21.757,-15.3,24.503,22.208,2.295,50.268,14.679,35.589,43.763,23.549,-20.214,51.794,151.738,-99.944,66.802,41.19,25.612,33.37,30.387,2.983,37.514,31.753,5.761,43.211,15.472,27.739,16.983,7.52,9.463,43.942,40.17,3.772,42.683,-,#VALUE!,29.612,25.307,4.305,66.431,91.06,-24.629,18.195,15.779,2.416,15.682,25.099,-9.417,15.576,35.478,-19.902,67.902,39.389,28.513,10.631,14.1,-3.469,33.39,41.6,-8.21,31.366,14.17,17.196,31.366,14.17,17.196,5.333,30.753,-25.42,10.713,34.001,-23.288,24.39,15.488,8.902,18.711,23.375,-4.664
20-05-2022,,18.553,17.863,0.69,10.791,12.76,-1.969,13.141,33.482,-31.513,40.912,43.824,-2.912,47.047,51.528,-4.481,88.853,55.982,32.871,74.094,6.713,67.381,8.128,73.861,-65.733,18.298,20.863,-2.565,50.578,17.869,32.709,50.217,26.686,-23.531,60.449,177.255,-116.806,35.084,55.01,-19.926,34.329,36.373,-2.044,38.234,37.542,0.692,42.168,16.603,25.565,10.035,7.464,2.571,41.876,42.258,-0.382,13.435,-,#VALUE!,30.59,17.717,12.873,68.028,66.006,2.022,10.12,21.869,-11.749,21.002,30.667,-9.665,21.434,47.363,-25.929,68.142,27.613,40.529,8.908,14.079,-5.171,56.526,52.153,4.373,33.168,11.618,21.55,33.168,11.618,21.55,7.361,34.729,-27.368,11.902,37.268,-25.366,12.336,16.139,-3.803,20.125,21.997,-1.872
19-05-2022,,32.381,37.709,-5.328,30.001,54.982,-24.981,37.435,35.025,-10.044,38.387,36.867,1.52,44.732,72.928,-28.196,84.512,69.615,14.897,71.366,14.773,56.593,15.781,27.029,-11.248,24.48,25.37,-0.89,44.899,26.483,18.416,27.899,20.353,-7.546,31.435,125.077,-93.642,110.152,48.415,61.737,35.053,26.956,8.097,37.682,41.577,-3.895,41.396,15.492,25.904,40.803,11.811,28.992,40.439,74.099,-33.66,44.442,-,#VALUE!,27.331,16.142,11.189,63.621,93.18,-29.559,34.652,18.78,15.872,19.568,29.086,-9.518,23.17,40.749,-17.579,67.361,100.149,-32.788,25.886,11.647,14.239,57.06,63.994,-6.934,28.48,7.445,21.035,28.48,7.445,21.035,31.005,12.962,18.043,18.478,36.363,-17.885,38.979,16.025,22.954,15.883,23.055,-7.172
18-05-2022,,52.792,23.118,29.674,33.947,42.18,-8.233,39.751,34.362,-26.129,38.579,45.62,-7.041,45.087,95.859,-50.772,84.07,61.677,22.393,71.179,8.518,62.661,23.567,20.6,2.967,36.115,26.425,9.69,48.519,19.845,28.674,36.191,19.483,-16.708,68.697,118.928,-50.231,118.825,39.95,78.875,33.323,43.576,-10.253,36.416,35.694,0.722,43.523,23.094,20.429,43.979,9.47,34.509,41.19,38.274,2.916,46.396,-,#VALUE!,28.551,19.398,9.153,65.203,75.416,-10.213,38.506,27.731,10.775,44.364,28.44,15.924,19.999,40.265,-20.266,67.031,31.47,35.561,33.085,12.245,20.84,63.046,43.646,19.4,29.939,7.947,21.992,29.939,7.947,21.992,36.035,32.565,3.47,27.305,36.187,-8.882,43.445,15.746,27.699,33.831,21.701,12.13
17-05-2022,,47.572,35.503,12.069,32.814,20.322,12.492,37.168,32.708,-45.2,39.871,37.252,2.619,45.987,36.453,9.534,86.11,53.864,32.246,73.178,6.3,66.878,23.474,20.972,2.502,34.093,30.763,3.33,50.261,24.95,25.311,42.711,23.617,-19.094,70.81,118.536,-47.726,117.094,39.56,77.534,33.276,43.377,-10.101,38.109,33.428,4.681,32.174,25.974,6.2,42.022,15.514,26.508,43.145,30.503,12.642,46.857,-,#VALUE!,29.873,18.051,11.822,66.512,55.578,10.934,34.654,20.8,13.854,43.612,30.506,13.106,20.76,42.319,-21.559,67.569,25.961,41.608,30.768,14.644,16.124,51.965,65.89,-13.925,30.494,12.975,17.519,30.494,12.975,17.519,27.766,21.403,6.363,26.16,39.544,-13.384,42.619,16.176,26.443,28.15,20.758,7.392
